BUYER_STATE,BUYER_COUNTY,YEAR,TOTAL_MME
FL,JEFFERSON,2015,5549525.880024999
FL,JEFFERSON,2016,5198871.46983
FL,JEFFERSON,2017,4664194.1633049995
FL,JEFFERSON,2018,4025986.210664
FL,JEFFERSON,2019,3672560.531405
FL,LAFAYETTE,2006,2646628.14145775
FL,LAFAYETTE,2007,2546420.860287
FL,LAFAYETTE,2008,2404706.61740975
FL,LAFAYETTE,2009,2448656.61037075
FL,LAFAYETTE,2010,2885613.5044035
FL,LAFAYETTE,2011,3097913.95865625
FL,LAFAYETTE,2012,3431532.297363
FL,LAFAYETTE,2013,4244367.897727
FL,LAFAYETTE,2014,4470661.731323
FL,LAFAYETTE,2015,4996321.263459999
FL,LAFAYETTE,2016,4789937.764424
FL,LAFAYETTE,2017,4811379.799769999
FL,LAFAYETTE,2018,5194303.6343519995
FL,LAFAYETTE,2019,5374706.274621
FL,LAKE,2006,168978406.97481486
FL,LAKE,2007,187191512.783208
FL,LAKE,2008,238697644.9322033
FL,LAKE,2009,283822533.2595502
FL,LAKE,2010,325045820.244188
FL,LAKE,2011,345344699.85011923
FL,LAKE,2012,347780535.564203
FL,LAKE,2013,343027100.87590075
FL,LAKE,2014,361694646.66208297
FL,LAKE,2015,363417468.5953787
FL,LAKE,2016,373408465.015741
FL,LAKE,2017,349033680.31821597
FL,LAKE,2018,319402036.43998426
FL,LAKE,2019,305543181.9605765
FL,LEE,2006,819718005.8205515
FL,LEE,2011,1191224844.587351
FL,LEON,2015,253927798.65524948
FL,LEON,2016,249789225.437417
FL,LEON,2017,245700078.3750606
FL,LEON,2019,236850243.154994
FL,LEVY,2006,40669753.08677975
FL,LEVY,2007,46437910.41704675
FL,LEVY,2008,54799464.763492
FL,LEVY,2009,63700987.36343125
FL,LEVY,2010,66984728.5190975
FL,LEVY,2011,67539473.4093545
FL,LEVY,2012,59789357.7203675
FL,LEVY,2013,53808817.122806
FL,LEVY,2014,55245761.391900994
FL,LEVY,2015,56469999.028414
FL,LEVY,2016,59905583.70252999
FL,LEVY,2017,61573768.442963995
FL,LEVY,2018,60050790.3588475
FL,LEVY,2019,58567393.122490995
FL,LIBERTY,2006,1237384.905898
FL,LIBERTY,2007,1184001.22905375
FL,LIBERTY,2008,1355214.4192295
FL,LIBERTY,2009,1129626.494648
FL,LIBERTY,2010,1579833.953206
FL,LIBERTY,2011,1661924.41157
FL,LIBERTY,2012,1941281.010383
FL,LIBERTY,2013,1691363.4674455
FL,LIBERTY,2014,1499817.2046335
FL,LIBERTY,2015,1503140.937135
FL,LIBERTY,2016,1463570.4835219998
FL,LIBERTY,2017,1456878.525867
FL,LIBERTY,2018,1220691.5216889998
FL,LIBERTY,2019,1060387.223251
FL,MADISON,2006,6222526.89515725
FL,MADISON,2007,7034160.7221895
FL,MADISON,2008,7362372.80843575
FL,MADISON,2009,7748341.8230455
FL,MADISON,2010,9149232.6947195
FL,MADISON,2011,9872335.416887
FL,MADISON,2012,10215357.42035
FL,MADISON,2013,10194713.697443
FL,MADISON,2014,9086163.154072
FL,MADISON,2015,9010196.694204
FL,MADISON,2016,9166631.554139
FL,MADISON,2017,9372686.1615515
FL,MADISON,2018,9407645.141814
FL,MADISON,2019,13057324.666603
FL,MANATEE,2006,472844161.360962
FL,MANATEE,2007,484449146.5424139
FL,MANATEE,2008,497325995.88008624
FL,MANATEE,2009,562841522.0003402
FL,MANATEE,2010,715413713.430881
FL,MANATEE,2012,626157416.215872
FL,MANATEE,2013,562559243.3081989
FL,MANATEE,2015,590336472.880403
FL,MANATEE,2016,583615351.463031
FL,MANATEE,2017,538291348.9952949
FL,MANATEE,2018,526076381.8631245
FL,MANATEE,2019,517470621.163579
FL,MARTIN,2006,176801831.084489
FL,MARTIN,2007,187290252.035716
FL,MARTIN,2008,193408979.9323825
FL,MARTIN,2009,223706411.49242777
FL,MARTIN,2010,250836951.294474
FL,MARTIN,2011,243418315.1067105
FL,MARTIN,2012,197761839.63205895
FL,MARTIN,2013,181287326.49188095
FL,MARTIN,2014,168293266.087203
FL,MARTIN,2015,176562401.955393
FL,MARTIN,2016,179361346.34127998
FL,MARTIN,2017,183143738.4933815
FL,MARTIN,2018,171527995.54647097
FL,MARTIN,2019,167109989.1480605
FL,MONROE,2006,86569103.29246835
FL,MONROE,2007,91362823.35432416
FL,MONROE,2008,96335550.0288247
FL,MONROE,2009,120337210.9136945
FL,MONROE,2010,122008502.309407
FL,MONROE,2011,119752775.719623
FL,MONROE,2012,95060070.7584345
FL,MONROE,2013,77514251.3792245
FL,MONROE,2014,82359906.4559585
FL,MONROE,2015,85130790.574324
FL,MONROE,2016,86747518.658796
FL,MONROE,2017,85763824.101412
FL,MONROE,2018,78028333.3149615
FL,MONROE,2019,69229300.08902599
FL,NASSAU,2006,62864339.98528575
FL,NASSAU,2007,75630379.146752
FL,NASSAU,2008,84968339.7709655
FL,NASSAU,2009,95723623.68038324
FL,NASSAU,2010,108820792.68698324
FL,NASSAU,2011,125282325.436586
FL,NASSAU,2012,122928164.69271947
FL,NASSAU,2013,113259897.520481
FL,NASSAU,2014,122076859.65973248
FL,NASSAU,2015,125552319.94421598
FL,NASSAU,2016,125013902.786129
FL,NASSAU,2017,118562613.313644
FL,NASSAU,2018,107022385.68861347
FL,NASSAU,2019,106677394.071765
FL,OKALOOSA,2006,144441373.25910076
FL,OKALOOSA,2007,148883241.23368764
FL,OKALOOSA,2008,164093069.87298575
FL,OKALOOSA,2009,178351854.691431
FL,OKALOOSA,2010,193464556.0124015
FL,OKALOOSA,2011,222129300.29041573
FL,OKALOOSA,2012,228799308.4943145
FL,OKALOOSA,2013,234254336.5736855
FL,OKALOOSA,2014,247194187.1385515
FL,OKALOOSA,2016,255480324.633689
FL,OKALOOSA,2017,232300291.0546995
FL,OKALOOSA,2018,198356230.1439335
FL,OKALOOSA,2019,190178184.89446
FL,OKEECHOBEE,2006,53252558.01524525
FL,OKEECHOBEE,2007,57312364.4413955
FL,OKEECHOBEE,2008,57752806.491351
FL,OKEECHOBEE,2009,64977334.534472
FL,OKEECHOBEE,2010,87760955.626117
FL,OKEECHOBEE,2011,83254187.764881
FL,OKEECHOBEE,2012,66311099.4213615
FL,OKEECHOBEE,2013,60083265.581521
FL,OKEECHOBEE,2014,62878043.3468715
FL,OKEECHOBEE,2015,62292976.98720549
FL,OKEECHOBEE,2016,60577401.9768215
FL,OKEECHOBEE,2017,58809000.189096
FL,OKEECHOBEE,2018,53316868.16479799
FL,OKEECHOBEE,2019,47621978.80287799
FL,OSCEOLA,2006,127389803.31149624
FL,OSCEOLA,2007,146396644.29351965
FL,OSCEOLA,2009,314176174.5701932
FL,OSCEOLA,2011,298537641.845773
FL,OSCEOLA,2012,260333601.4848455
FL,OSCEOLA,2013,231006773.16124
FL,OSCEOLA,2016,225730406.03022695
FL,OSCEOLA,2017,215960644.66398948
FL,OSCEOLA,2018,205866665.52107948
FL,OSCEOLA,2019,223095988.785985
FL,PASCO,2009,1001673127.260396
FL,PASCO,2010,1221463083.19287
FL,PASCO,2011,1202043000.3526094
FL,PASCO,2012,893607068.3278527
FL,PASCO,2013,776059327.9635415
FL,PASCO,2014,727265411.241963
FL,PASCO,2015,722172925.636048
FL,PASCO,2016,748023628.0158211
FL,PASCO,2017,845650433.8067755
FL,PASCO,2018,658154407.4783299
FL,PASCO,2019,648235731.9023002
FL,PUTNAM,2006,79323326.22542575
FL,PUTNAM,2007,77183391.855118
FL,PUTNAM,2008,87400725.13666324
FL,PUTNAM,2009,120890007.11368474
FL,PUTNAM,2010,147248881.23522475
FL,PUTNAM,2011,155016381.01637426
FL,PUTNAM,2012,116044641.020371
FL,PUTNAM,2013,112276503.8390725
FL,PUTNAM,2014,116476735.2396285
FL,PUTNAM,2015,122322619.503414
FL,PUTNAM,2016,130420082.761699
FL,PUTNAM,2017,129951068.33014274
FL,PUTNAM,2018,118208915.43821947
FL,PUTNAM,2019,120042527.797239
FL,SAINT JOHNS,2006,107399733.77149723
FL,SAINT JOHNS,2007,120249980.32799377
FL,SAINT JOHNS,2008,139714746.4423135
FL,SAINT JOHNS,2009,165653548.8653645
FL,SAINT JOHNS,2010,215249304.553009
FL,SAINT JOHNS,2011,208605834.10421225
FL,SAINT JOHNS,2012,200839664.16767475
FL,SAINT JOHNS,2013,217206063.206751
FL,SAINT JOHNS,2014,232815323.4259035
FL,SAINT JOHNS,2015,259853949.96439415
FL,SAINT JOHNS,2016,261399453.35003695
FL,SAINT JOHNS,2017,267896959.3557522
FL,SAINT JOHNS,2018,250240063.28663248
FL,SAINT JOHNS,2019,245029461.47346577
FL,SAINT LUCIE,2007,257636228.69069415
FL,SAINT LUCIE,2009,311969405.3426105
FL,SAINT LUCIE,2013,288000092.506083
FL,SAINT LUCIE,2014,305061190.0544095
FL,SAINT LUCIE,2015,329303690.2505495
FL,SAINT LUCIE,2017,351445870.8727216
FL,SAINT LUCIE,2019,369760569.8497855
FL,SANTA ROSA,2006,130694480.23666126
FL,SANTA ROSA,2007,152496176.7363382
FL,SANTA ROSA,2008,144677891.7955374
FL,SANTA ROSA,2009,153753583.27916574
FL,SANTA ROSA,2010,201208255.74051276
FL,SANTA ROSA,2011,189464572.38957095
FL,SANTA ROSA,2012,185684766.76472777
FL,SANTA ROSA,2013,172615163.19355175
FL,SANTA ROSA,2014,177212294.689499
FL,SANTA ROSA,2015,173153598.3351965
FL,SANTA ROSA,2016,174804619.40431923
FL,SANTA ROSA,2017,175070756.516651
FL,SANTA ROSA,2018,178986372.01656997
FL,SANTA ROSA,2019,190136718.05513448
FL,SARASOTA,2006,436639651.1967477
FL,SARASOTA,2007,561466300.45962
FL,SARASOTA,2008,636694370.7330104
FL,SARASOTA,2009,672387837.289552
FL,SARASOTA,2010,727295351.4497793
FL,SARASOTA,2011,743052897.4753325
FL,SARASOTA,2012,665888997.2588947
FL,SARASOTA,2013,645121796.1314025
FL,SARASOTA,2014,660288685.149491
FL,SARASOTA,2015,682574860.8618319
FL,SARASOTA,2016,690924839.9831979
FL,SARASOTA,2017,694161918.4192169
FL,SARASOTA,2018,603459415.7979369
FL,SARASOTA,2019,576925665.3866832
FL,SEMINOLE,2006,388480768.614547
FL,SEMINOLE,2007,630628530.3481561
FL,SEMINOLE,2010,725690914.58995
FL,SEMINOLE,2012,468206684.2218415
FL,SEMINOLE,2013,422476029.272292
FL,SEMINOLE,2016,407942073.61896646
FL,SEMINOLE,2017,362542625.748126
FL,SEMINOLE,2018,334670854.2450533
FL,SEMINOLE,2019,315596706.03257746
FL,SUMTER,2006,33697264.43555825
FL,SUMTER,2007,41449192.36358175
FL,SUMTER,2008,49985116.99999875
FL,SUMTER,2009,61796382.60444
FL,SUMTER,2010,93216356.66721325
FL,SUMTER,2011,96991093.8883025
FL,SUMTER,2012,95679450.796702
FL,SUMTER,2013,105400407.507361
FL,SUMTER,2014,99473069.7665085
FL,SUMTER,2015,108523486.31760074
FL,SUMTER,2016,101193815.2748975
FL,SUMTER,2017,99086694.5948215
FL,SUMTER,2018,96076165.65144594
FL,SUMTER,2019,101062489.25456648
FL,SUWANNEE,2006,25775146.3787521
FL,SUWANNEE,2007,29287828.23388975
FL,SUWANNEE,2008,32088333.71957875
FL,SUWANNEE,2009,31771399.919952
FL,SUWANNEE,2010,30609273.9046165
FL,SUWANNEE,2011,32832482.26165075
FL,SUWANNEE,2012,36296932.853027
FL,SUWANNEE,2013,37812284.953283
FL,SUWANNEE,2014,41928599.2762115
FL,SUWANNEE,2015,44161025.088161
FL,SUWANNEE,2016,47015411.77113199
FL,SUWANNEE,2017,45970731.977598496
FL,SUWANNEE,2018,47792947.47943449
FL,SUWANNEE,2019,48519061.12384699
FL,TAYLOR,2006,13580516.32429
FL,TAYLOR,2007,16179488.10729425
FL,TAYLOR,2008,17545040.49952775
FL,TAYLOR,2009,19460339.39535375
FL,TAYLOR,2010,18360463.2772005
FL,TAYLOR,2011,19843755.119036
FL,TAYLOR,2012,22934059.150168
FL,TAYLOR,2013,22908967.609256
FL,TAYLOR,2014,23816078.2664545
FL,TAYLOR,2015,25898437.623932
FL,TAYLOR,2016,26002356.682952
FL,TAYLOR,2017,29727177.874369
FL,TAYLOR,2018,32903038.99211
FL,TAYLOR,2019,37261797.324370995
FL,UNION,2006,9309242.620413
FL,UNION,2007,11955611.3599305
FL,UNION,2008,13179678.758013
FL,UNION,2009,12879418.2998185
FL,UNION,2010,13090597.3323535
FL,UNION,2011,12018811.55733
FL,UNION,2012,10958364.3240555
FL,UNION,2013,11405039.118339
FL,UNION,2014,15420535.4997825
FL,UNION,2015,16802912.345744
FL,UNION,2016,16541390.483138
FL,UNION,2017,16481658.06136
FL,UNION,2018,12982298.647424
FL,UNION,2019,16624096.103109
FL,VOLUSIA,2011,2937977360.9315753
FL,VOLUSIA,2016,732695154.702023
FL,VOLUSIA,2017,728984788.858813
FL,VOLUSIA,2018,738853130.381236
FL,VOLUSIA,2019,767355000.561536
FL,WAKULLA,2006,12679556.169515
FL,WAKULLA,2007,15455252.45468425
FL,WAKULLA,2008,16589797.57675
FL,WAKULLA,2009,16799031.74477275
FL,WAKULLA,2010,17809325.8050825
FL,WAKULLA,2011,21720331.566955
FL,WAKULLA,2012,23073973.091272
FL,WAKULLA,2013,21484378.093154
FL,WAKULLA,2014,19815281.4887175
FL,WAKULLA,2015,18897821.488062
FL,WAKULLA,2016,19837631.635064997
FL,WAKULLA,2017,20651091.839762
FL,WAKULLA,2018,20706259.161358
FL,WAKULLA,2019,19296655.465338
FL,WALTON,2006,44414844.7140995
FL,WALTON,2007,50351476.51967575
FL,WALTON,2008,54067687.64904965
FL,WALTON,2009,64381179.6277365
FL,WALTON,2010,72284189.2693395
FL,WALTON,2011,69764403.722079
FL,WALTON,2012,67698312.6428215
FL,WALTON,2013,66270045.952923
FL,WALTON,2014,65091114.040388
FL,WALTON,2015,58499576.433595
FL,WALTON,2016,58614010.745988
FL,WALTON,2017,59221978.7202305
FL,WALTON,2018,60863834.612076
FL,WALTON,2019,58608091.149409994
FL,WASHINGTON,2006,20566025.68105875
FL,WASHINGTON,2007,23513008.27961425
FL,WASHINGTON,2008,26351515.032625
FL,WASHINGTON,2009,28462423.48663875
FL,WASHINGTON,2010,28502137.510099
FL,WASHINGTON,2011,30020772.032112
FL,WASHINGTON,2012,32922485.720433
FL,WASHINGTON,2013,30948031.756399
FL,WASHINGTON,2014,29973395.935712
FL,WASHINGTON,2015,26194737.986243997
FL,WASHINGTON,2016,22415343.768028997
FL,WASHINGTON,2017,20156256.730619
FL,WASHINGTON,2018,21296672.445805997
FL,WASHINGTON,2019,21668156.672042996
GA,APPLING,2006,11565153.50408425
GA,APPLING,2007,16172389.5406995
GA,APPLING,2008,17990667.97589995
GA,APPLING,2009,21095858.421014
GA,APPLING,2010,25876880.083562
GA,APPLING,2011,28857013.507623248
GA,APPLING,2012,32701075.71298
GA,APPLING,2013,31001751.545939
GA,APPLING,2014,31854325.700141
GA,APPLING,2015,30834389.401573
GA,APPLING,2016,29970493.613105
GA,APPLING,2017,32409557.159443
GA,APPLING,2018,31751688.724933
GA,APPLING,2019,32194291.327919
GA,ATKINSON,2006,2430530.033547
GA,ATKINSON,2007,3212644.46233775
GA,ATKINSON,2008,3418028.84931275
GA,ATKINSON,2009,3190296.981969
GA,ATKINSON,2010,3682536.05568825
GA,ATKINSON,2011,3970465.974371
GA,ATKINSON,2012,4367916.484674
GA,ATKINSON,2013,5064597.664868
GA,ATKINSON,2014,5381323.47884
GA,ATKINSON,2015,5817704.172239999
GA,ATKINSON,2016,6037776.691742499
GA,ATKINSON,2017,5590194.819885999
GA,ATKINSON,2018,5249177.806519999
GA,ATKINSON,2019,5364633.81332
GA,BACON,2006,15944667.88537175
GA,BACON,2007,22435981.133109
GA,BACON,2008,22936464.6010003
GA,BACON,2009,25582368.841278
GA,BACON,2010,38734636.793541
GA,BACON,2011,40297515.2774947
GA,BACON,2012,30500475.951215
GA,BACON,2013,22457777.2903125
GA,BACON,2014,22160122.554837
GA,BACON,2015,23084845.095561
GA,BACON,2016,25521380.073113
GA,BACON,2017,27020836.944824997
GA,BACON,2018,30443150.709909
GA,BACON,2019,32622234.780303497
GA,BAKER,2006,26506.625338
GA,BAKER,2018,112.5
GA,BALDWIN,2006,23006351.478208706
GA,BALDWIN,2007,26107875.167483
GA,BALDWIN,2008,29986116.63889995
GA,BALDWIN,2009,47600283.04602975
GA,BALDWIN,2010,34208994.657171
GA,BALDWIN,2011,39258211.552062
GA,BALDWIN,2012,44274840.211514
GA,BALDWIN,2013,44418460.947663
GA,BALDWIN,2014,42797092.130722
GA,BALDWIN,2015,40846216.03315199
GA,BALDWIN,2016,37977738.220208
GA,BALDWIN,2017,34678849.97904249
GA,BALDWIN,2018,30431288.008911
GA,BALDWIN,2019,27783627.309990995
GA,BANKS,2006,6083763.803261
GA,BANKS,2007,7215515.6106149
GA,BANKS,2008,8106236.56402025
GA,BANKS,2009,9288416.597269
GA,BANKS,2010,11142711.95582975
GA,BANKS,2011,12517301.129545
GA,BANKS,2012,10363663.489508
GA,BANKS,2013,10226922.45792775
GA,BANKS,2014,11543459.761732
GA,BANKS,2015,12097734.699448
GA,BANKS,2016,11720490.724529998
GA,BANKS,2017,10428536.816279998
GA,BANKS,2018,9559804.604264
GA,BANKS,2019,9346759.743044
GA,BARROW,2007,53077352.4747005
GA,BARROW,2010,80089161.92528799
GA,BARROW,2011,86851810.34403999
GA,BARROW,2013,91730609.705015
GA,BARROW,2014,98372368.7909605
GA,BARROW,2015,100745076.473211
GA,BARTOW,2006,113820860.45550177
GA,BARTOW,2007,120580796.2551647
GA,BARTOW,2008,119579936.7859347
GA,BARTOW,2009,129334605.5725205
GA,BARTOW,2010,153106800.776204
GA,BARTOW,2011,155389857.1781075
GA,BARTOW,2012,153320900.50255302
GA,BARTOW,2013,151591572.2987565
GA,BARTOW,2014,140444237.20848
GA,BARTOW,2015,151016391.2931983
GA,BARTOW,2016,153906187.271058
GA,BARTOW,2017,152340927.4080795
GA,BARTOW,2018,147348788.8148945
GA,BARTOW,2019,143147323.61648148
GA,BEN HILL,2006,8545707.20028625
GA,BEN HILL,2007,10054929.612416
GA,BEN HILL,2008,11387483.3768176
GA,BEN HILL,2009,12553488.918524
GA,BEN HILL,2010,14454859.07584295
GA,BEN HILL,2011,18125925.303141
GA,BEN HILL,2012,19837395.735406
GA,BEN HILL,2013,19320826.15273
GA,BEN HILL,2014,21114599.593158
GA,BEN HILL,2015,23384428.890640497
GA,BEN HILL,2016,23510254.460928995
GA,BEN HILL,2017,23284194.225638997
GA,BEN HILL,2018,23110544.106100496
GA,BEN HILL,2019,20561950.076961
GA,BERRIEN,2006,7396442.0753887
GA,BERRIEN,2007,7742462.202745
GA,BERRIEN,2008,8473006.59462375
GA,BERRIEN,2009,9061377.28020875
GA,BERRIEN,2010,10290554.947041
GA,BERRIEN,2011,12079207.38717825
GA,BERRIEN,2012,13530254.4431425
GA,BERRIEN,2013,11168860.016084
GA,BERRIEN,2014,12407270.05493
GA,BERRIEN,2015,12573003.345652996
GA,BERRIEN,2016,13225520.088392
GA,BERRIEN,2017,13159112.266551
GA,BERRIEN,2018,12768235.605827998
GA,BERRIEN,2019,12777755.529363
GA,BIBB,2006,206217651.02112475
GA,BIBB,2007,224416248.80281937
GA,BIBB,2008,239710629.59568813
GA,BIBB,2009,241038270.55408823
GA,BIBB,2010,269516171.4751395
GA,BIBB,2011,301108887.394525
GA,BIBB,2012,294719457.16212
GA,BIBB,2013,281432040.0456935
GA,BIBB,2014,271052601.107264
GA,BIBB,2015,264936456.41816896
GA,BIBB,2016,245492504.3829115
GA,BIBB,2017,235905880.12287396
GA,BIBB,2018,216699858.35815647
GA,BIBB,2019,191292058.552779
GA,BLECKLEY,2006,11556790.71629925
GA,BLECKLEY,2007,13561400.099998
GA,BLECKLEY,2008,12786335.50958525
GA,BLECKLEY,2009,13752726.13815075
GA,BLECKLEY,2010,17775236.590985
GA,BLECKLEY,2011,22836028.724407
GA,BLECKLEY,2012,25336764.045573
GA,BLECKLEY,2013,23068783.802585
GA,BLECKLEY,2014,23006580.436511
GA,BLECKLEY,2015,23400724.298396
GA,BLECKLEY,2016,23425940.573337
GA,BLECKLEY,2017,22315432.180468
GA,BLECKLEY,2018,19564453.553772997
GA,BLECKLEY,2019,19377473.997256
GA,BRANTLEY,2006,7422053.969702
GA,BRANTLEY,2007,8828897.0793055
GA,BRANTLEY,2008,11651599.9608335
GA,BRANTLEY,2009,14793798.14530025
GA,BRANTLEY,2010,17881944.54113
GA,BRANTLEY,2011,14784243.58207
GA,BRANTLEY,2012,12931613.176397
GA,BRANTLEY,2013,12889334.400814
GA,BRANTLEY,2014,14178592.730241
GA,BRANTLEY,2015,13853137.9744835
GA,BRANTLEY,2016,13196768.0976315
GA,BRANTLEY,2017,12223576.1792245
GA,BRANTLEY,2018,11130502.701414
GA,BRANTLEY,2019,11995371.759583998
GA,BROOKS,2006,6734388.500391
GA,BROOKS,2007,8313327.33985425
GA,BROOKS,2008,9502463.097096
GA,BROOKS,2009,12687620.5147335
GA,BROOKS,2010,15482899.235158
GA,BROOKS,2011,23847604.88173
GA,BROOKS,2012,25801937.866464
GA,BROOKS,2013,12457210.016229
GA,BROOKS,2014,10628179.887464
GA,BROOKS,2015,10091073.330121
GA,BROOKS,2016,12365798.698291
GA,BROOKS,2017,12872925.021474998
GA,BROOKS,2018,12297452.023087
GA,BROOKS,2019,11121142.080168
GA,BRYAN,2006,23866133.6297865
GA,BRYAN,2007,24934671.425366
GA,BRYAN,2008,24983090.47551525
GA,BRYAN,2009,30876744.43892
GA,BRYAN,2010,38881464.7700495
GA,BRYAN,2011,45353702.4435905
GA,BRYAN,2012,51489545.2750545
GA,BRYAN,2013,52247611.394165
GA,BRYAN,2014,53051972.641046494
GA,BRYAN,2015,54334212.82880999
GA,BRYAN,2016,55749201.762228
GA,BRYAN,2017,52189382.903455995
GA,BRYAN,2018,41741977.3366
GA,BRYAN,2019,39449019.866228
GA,BULLOCH,2006,25834726.2930035
GA,BULLOCH,2007,33406071.2527782
GA,BULLOCH,2008,37710059.9193658
GA,BULLOCH,2009,40851107.80113425
GA,BULLOCH,2010,47120533.647157
GA,BULLOCH,2011,51647737.214217
GA,BULLOCH,2012,59767746.441052
GA,BULLOCH,2013,63747178.5219995
GA,BULLOCH,2014,72512624.303826
GA,BULLOCH,2015,78356649.202485
GA,BULLOCH,2016,81459025.44119398
GA,BULLOCH,2017,75386254.0723095
GA,BULLOCH,2018,64349584.650413
GA,BULLOCH,2019,55058288.70567799
GA,BURKE,2006,7309427.371534
GA,BURKE,2007,8080899.8505885
GA,BURKE,2008,8416722.979024
GA,BURKE,2009,8409222.7155825
GA,BURKE,2010,10765736.447626
GA,BURKE,2011,10297523.16205
GA,BURKE,2012,10903091.501547
GA,BURKE,2013,11808224.391212
GA,BURKE,2014,12676586.951852
GA,BURKE,2015,13002318.015119
GA,BURKE,2016,13873948.324576
GA,BURKE,2017,11749817.7101295
GA,BURKE,2018,10633028.479817498
GA,BURKE,2019,10130694.944489
GA,BUTTS,2006,26890642.76938525
GA,BUTTS,2007,34313953.12456725
GA,BUTTS,2008,40452137.5561252
GA,BUTTS,2009,42638606.2836095
GA,BUTTS,2010,51460244.18691649
GA,BUTTS,2011,58842272.895106494
GA,BUTTS,2012,60274854.0948295
GA,BUTTS,2013,55276672.556962
GA,BUTTS,2014,52808525.904584
GA,BUTTS,2015,51587540.931822
GA,BUTTS,2016,52092440.348202
GA,BUTTS,2017,47833654.921368994
GA,BUTTS,2018,38914784.502096996
GA,BUTTS,2019,41229009.936111
GA,CALHOUN,2006,1290482.8832985
GA,CALHOUN,2007,1158366.5517905
GA,CALHOUN,2008,1083099.469114
GA,CALHOUN,2009,1293467.7385395
GA,CALHOUN,2010,1520151.251981
GA,CALHOUN,2011,1980940.9232175
GA,CALHOUN,2012,1795590.0085955
GA,CALHOUN,2013,2021545.0866945
GA,CALHOUN,2014,1741601.989672
GA,CALHOUN,2015,1584579.8608139995
GA,CALHOUN,2016,1477610.5426569993
GA,CALHOUN,2017,1332526.5252469997
GA,CALHOUN,2018,1099685.9095659996
GA,CALHOUN,2019,1439915.6079889997
GA,CAMDEN,2006,55474906.03093155
GA,CAMDEN,2007,62434987.9923755
GA,CAMDEN,2008,53656994.1990092
GA,CAMDEN,2009,46539503.1036355
GA,CAMDEN,2010,52372841.36137625
GA,CAMDEN,2011,58173837.92105725
GA,CAMDEN,2012,58985068.8874885
GA,CAMDEN,2013,61781413.6805975
GA,CAMDEN,2014,58645131.565423496
GA,CAMDEN,2015,52980079.289327994
GA,CAMDEN,2016,50346802.451687
GA,CAMDEN,2017,53462535.1280325
GA,CAMDEN,2018,52034256.238433994
GA,CAMDEN,2019,49576250.864658
GA,CANDLER,2006,7140347.6563345
GA,CANDLER,2007,7743592.43253525
GA,CANDLER,2008,7656639.59976775
GA,CANDLER,2009,9169775.671225747
GA,CANDLER,2010,11287221.65920075
GA,CANDLER,2011,10249576.239043
GA,CANDLER,2012,15102966.720957
GA,CANDLER,2013,15558000.99589
GA,CANDLER,2014,23942052.440348
GA,CANDLER,2015,20744886.159419
GA,CANDLER,2016,18889370.716071498
GA,CANDLER,2017,20853964.491541497
GA,CANDLER,2018,18334883.125561
GA,CANDLER,2019,15484155.375003498
GA,CARROLL,2006,135833827.60398954
GA,CARROLL,2007,145355352.79965475
GA,CARROLL,2008,148435140.22158894
GA,CARROLL,2009,165810046.142993
GA,CARROLL,2010,172031651.345978
GA,CARROLL,2011,177171667.752484
GA,CARROLL,2012,178896898.1957115
GA,CARROLL,2013,174754797.3751565
GA,CARROLL,2014,175246743.3178835
GA,CARROLL,2015,181006337.972271
GA,CARROLL,2016,176765652.368465
GA,CARROLL,2017,171629948.05582148
GA,CARROLL,2018,159809579.688247
GA,CARROLL,2019,150710566.8131625
GA,CATOOSA,2006,64530058.1970911
GA,CATOOSA,2007,63479793.8695466
GA,CATOOSA,2008,245389995.39866295
GA,CATOOSA,2009,63351382.17796175
GA,CATOOSA,2010,77169671.042859
GA,CATOOSA,2011,107148501.58704448
GA,CATOOSA,2012,238726341.89051852
GA,CATOOSA,2013,364256557.788875
GA,CATOOSA,2014,389468021.15845
GA,CATOOSA,2015,396395700.1446281
GA,CATOOSA,2016,361725523.105893
GA,CATOOSA,2017,353045781.985897
GA,CATOOSA,2018,343588396.703308
GA,CATOOSA,2019,344684067.711467
GA,CHARLTON,2006,4628802.0558495
GA,CHARLTON,2007,3791003.125582
GA,CHARLTON,2008,3818800.3212415
GA,CHARLTON,2009,4079751.995545
GA,CHARLTON,2010,6684173.3293465
GA,CHARLTON,2011,6986482.0670985
GA,CHARLTON,2012,7175602.264019
GA,CHARLTON,2013,7058202.4426845
GA,CHARLTON,2014,7171825.880639
GA,CHARLTON,2015,7690470.612961
GA,CHARLTON,2016,7053410.826773
GA,CHARLTON,2017,7240087.2320035
GA,CHARLTON,2018,6967363.175309
GA,CHARLTON,2019,7765445.981915999
GA,CHATHAM,2006,1597857271.4519446
GA,CHATHAM,2007,782867796.5418599
GA,CHATHAM,2008,654228520.5727783
GA,CHATHAM,2009,1011431994.572693
GA,CHATHAM,2010,1297732431.6179135
GA,CHATHAM,2011,1118505455.9232864
GA,CHATHAM,2012,1493970632.376009
GA,CHATHAM,2013,2691749423.2452297
GA,CHATHAM,2014,2212589638.455534
GA,CHATHAM,2015,1901699402.6259267
GA,CHATHAM,2016,1051262213.566303
GA,CHATHAM,2017,3522309168.4977436
GA,CHATHAM,2018,3630467685.498088
GA,CHATHAM,2019,2558002808.417498
GA,CHATTOOGA,2006,16568164.2395135
GA,CHATTOOGA,2007,18025242.99107925
