Buyer State,Buyer County,Year,Total_MME
MT,YELLOWSTONE,2015,205628.9069873611
NC,ALAMANCE,2006,86644.66330581724
NC,ALAMANCE,2007,99799.18850344249
NC,ALAMANCE,2008,107617.412116357
NC,ALAMANCE,2009,114816.97955427975
NC,ALAMANCE,2011,128799.4663871165
NC,ALAMANCE,2012,139221.1368331245
NC,ALAMANCE,2013,139506.0132649495
NC,ALAMANCE,2014,147895.08906558598
NC,ALAMANCE,2015,156518.0580193183
NC,ALEXANDER,2009,22834.455430989998
NC,ALEXANDER,2015,34184.255146601
NC,BRUNSWICK,2006,103133.15513845124
NC,BRUNSWICK,2008,127812.05259474275
NC,BRUNSWICK,2009,159327.32837101174
NC,BRUNSWICK,2010,351959.12825979
NC,BRUNSWICK,2011,185771.84401219076
NC,BRUNSWICK,2012,202533.03923140926
