Buyer State,Buyer County,Year,Total_MME
NC,BRUNSWICK,2013,206142.823674634
NC,BRUNSWICK,2014,213634.6201803735
NC,BRUNSWICK,2015,219563.14835054957
NC,BUNCOMBE,2006,408996.4210741076
NC,BUNCOMBE,2007,433143.77007086325
NC,BUNCOMBE,2008,461422.52379177476
NC,BUNCOMBE,2009,512217.876523988
NC,BUNCOMBE,2010,1159573.042835911
NC,BUNCOMBE,2011,683508.7151844252
NC,BUNCOMBE,2012,787605.5940333585
NC,BUNCOMBE,2013,837758.917952623
NC,BUNCOMBE,2014,828370.658779942
NC,BUNCOMBE,2015,894805.159895562
NC,BURKE,2006,90764.2052273285
NC,BURKE,2007,104720.91575742875
NC,BURKE,2008,106006.93978115299
NC,BURKE,2009,122123.973983765
NC,BURKE,2010,264257.1607032705
NC,BURKE,2011,147038.76509659374
NC,BURKE,2012,155349.061289944
NC,BURKE,2013,158022.330503492
NC,BURKE,2014,159245.84652045098
NC,BURKE,2015,168159.1608848235
NC,CABARRUS,2006,262992.53370187426
NC,CABARRUS,2007,286666.30908740556
NC,CABARRUS,2008,414376.63347851177
NC,CABARRUS,2009,362395.66336663225
NC,CABARRUS,2010,687393.4223223855
NC,CABARRUS,2011,448679.780766383
NC,CABARRUS,2012,733111.3934270504
NC,CABARRUS,2013,533958.1574400939
NC,CABARRUS,2014,442625.716275924
NC,CABARRUS,2015,395216.23780830594
NC,CALDWELL,2006,69442.8700884235
NC,CALDWELL,2007,79177.881061602
NC,CALDWELL,2008,78772.56315653725
NC,CALDWELL,2009,86188.70593056724
NC,CALDWELL,2011,96788.423952506
NC,CALDWELL,2012,106097.264748782
NC,CALDWELL,2014,119420.3545856505
NC,CALDWELL,2015,146157.08658839698
NC,CARTERET,2008,83198.7565441885
NC,CARTERET,2009,91421.51447343225
NC,CARTERET,2010,171604.107900909
NC,CARTERET,2011,88035.835512703
NC,CARTERET,2014,103345.7431271305
NC,CARTERET,2015,117332.444298123
NC,CATAWBA,2006,170711.80446378246
NC,CATAWBA,2007,184208.093866449
NC,CATAWBA,2008,183886.781734818
NC,CATAWBA,2009,218458.67942492577
NC,CATAWBA,2010,473859.5778196404
NC,CATAWBA,2011,269070.98369935324
NC,CATAWBA,2012,312894.01184416725
NC,CATAWBA,2013,330725.995934472
NC,CATAWBA,2014,339030.6224040605
NC,CATAWBA,2015,342110.336352298
NC,CHEROKEE,2010,126818.214212308
NC,CHEROKEE,2011,65976.18420444215
NC,CLEVELAND,2006,88923.67538216394
NC,CLEVELAND,2007,93936.3250735675
NC,CLEVELAND,2008,81863.75722574374
NC,CLEVELAND,2009,98355.26795550325
NC,CLEVELAND,2010,187599.238470456
NC,CLEVELAND,2011,103881.16977066324
NC,CLEVELAND,2012,107131.9353061775
NC,CLEVELAND,2013,112132.396850587
NC,CLEVELAND,2014,115998.42787200275
NC,CLEVELAND,2015,115469.070076977
NC,COLUMBUS,2009,119958.55391687276
NC,COLUMBUS,2010,246658.4091360405
NC,COLUMBUS,2014,186524.476644127
NC,CRAVEN,2006,104900.944844458
NC,CRAVEN,2008,139628.63947876298
NC,CRAVEN,2009,159581.005277414
NC,CRAVEN,2010,326497.631733271
NC,CRAVEN,2013,193270.48663707348
NC,CRAVEN,2014,177516.452789515
NC,CRAVEN,2015,179180.50495809098
NC,CUMBERLAND,2006,220176.9820464025
NC,CUMBERLAND,2007,237552.1327743075
NC,CUMBERLAND,2008,265070.3290105587
NC,CUMBERLAND,2009,307466.179821975
NC,CUMBERLAND,2010,728833.996452913
NC,CUMBERLAND,2011,401560.8809096055
NC,CUMBERLAND,2012,459424.82035042753
NC,CUMBERLAND,2013,461291.7882483493
NC,CUMBERLAND,2014,443661.56648609746
NC,CUMBERLAND,2015,470993.3561266295
NC,DAVIDSON,2006,91341.7723020255
NC,DAVIDSON,2007,98710.027056083
NC,DAVIDSON,2008,99937.58176087325
NC,DAVIDSON,2009,128519.12781377649
NC,DAVIDSON,2010,290630.310468114
NC,DAVIDSON,2011,166370.004353215
NC,DAVIDSON,2012,183388.0130097495
NC,DAVIDSON,2013,198094.39293856
NC,DAVIDSON,2014,209667.784127079
NC,DAVIDSON,2015,225260.61379785748
NC,DURHAM,2006,1625591.0776451125
NC,DURHAM,2007,1702923.8611213274
NC,DURHAM,2008,2101566.814569398
NC,DURHAM,2009,2368482.876804041
NC,DURHAM,2010,4988349.93586389
NC,DURHAM,2011,2916097.213682172
NC,DURHAM,2012,3208281.275449193
NC,DURHAM,2013,3467079.5418204824
NC,DURHAM,2014,3607836.9486096767
NC,DURHAM,2015,4461049.045365046
NC,EDGECOMBE,2013,29950.779370964
NC,FORSYTH,2006,295848.4828306532
NC,FORSYTH,2007,353881.8902522627
NC,FORSYTH,2008,369359.057082071
NC,FORSYTH,2009,398560.3437462412
NC,FORSYTH,2010,758666.0044347815
NC,FORSYTH,2011,417440.9661705925
NC,FORSYTH,2012,456857.74925061123
NC,FORSYTH,2013,479787.62361308525
NC,FORSYTH,2014,489250.094412287
NC,FORSYTH,2015,557963.7481656931
NC,GASTON,2006,214860.991223479
NC,GASTON,2007,245776.31737160526
NC,GASTON,2008,225738.37640464425
NC,GASTON,2009,248521.5436730595
NC,GASTON,2010,532279.572706253
NC,GASTON,2011,277832.90480551176
NC,GASTON,2012,304785.333857171
NC,GASTON,2013,328630.668067054
NC,GASTON,2014,343144.2862151615
NC,GASTON,2015,370831.0723786306
NC,GUILFORD,2006,33749973.66150878
NC,GUILFORD,2007,37922715.2035812
NC,GUILFORD,2008,42479654.005811915
NC,GUILFORD,2009,38292395.00595215
NC,GUILFORD,2010,81858616.74592948
NC,GUILFORD,2011,44098223.150138155
NC,GUILFORD,2012,43686302.2310939
NC,GUILFORD,2013,51946321.339663744
NC,GUILFORD,2014,38893102.56970175
NC,GUILFORD,2015,40005734.25379602
NC,HALIFAX,2015,45821.2762132425
NC,HARNETT,2008,65843.509986215
NC,HARNETT,2010,156712.9472563675
NC,HARNETT,2012,104820.34186858324
NC,HARNETT,2013,120190.35887562075
NC,HARNETT,2014,123891.878727825
NC,HARNETT,2015,125383.66811873
NC,HAYWOOD,2008,86812.07898664926
NC,HAYWOOD,2010,198081.7997153805
NC,HAYWOOD,2012,112748.7630304905
NC,HAYWOOD,2013,117596.9845389195
NC,HAYWOOD,2015,138661.770471716
NC,HENDERSON,2007,147823.83647125526
NC,HENDERSON,2008,134694.42042549409
NC,HENDERSON,2010,283381.6911717395
NC,HENDERSON,2011,145613.8100633605
NC,HENDERSON,2012,143106.4056845145
NC,HENDERSON,2013,123742.9070481705
NC,HENDERSON,2014,124785.2565436415
NC,HENDERSON,2015,131837.472760286
NC,IREDELL,2006,206367.2823776401
NC,IREDELL,2007,205620.93947475034
NC,IREDELL,2008,202217.70094550596
NC,IREDELL,2009,221652.377906406
NC,IREDELL,2010,463914.2757841071
NC,IREDELL,2011,253989.94281306377
NC,IREDELL,2012,280273.12804352323
NC,IREDELL,2013,307625.4061984765
NC,IREDELL,2014,334084.5847740925
NC,IREDELL,2015,369567.29972210695
NC,JOHNSTON,2009,93016.98134517374
NC,JOHNSTON,2010,199565.235465613
NC,JOHNSTON,2011,118983.9277302115
NC,JOHNSTON,2012,133095.3528741585
NC,JOHNSTON,2013,143471.841988882
NC,JOHNSTON,2014,152104.8649318955
NC,JOHNSTON,2015,158118.8397757795
NC,LEE,2015,125840.77924926949
NC,LENOIR,2011,86733.36870199599
NC,LENOIR,2015,87562.64136475048
NC,LINCOLN,2006,56644.9864534655
NC,LINCOLN,2009,529948.4108630054
NC,LINCOLN,2011,537277.8276130003
NC,LINCOLN,2012,386857.6243261053
NC,LINCOLN,2013,128575.827286602
NC,MACON,2006,64230.51699066775
NC,MCDOWELL,2007,60050.164325326
NC,MCDOWELL,2008,63835.59342720725
NC,MECKLENBURG,2006,3285595.8883257317
NC,MECKLENBURG,2007,3035782.7152065584
NC,MECKLENBURG,2008,3450354.9570371257
NC,MECKLENBURG,2009,4593594.190903407
NC,MECKLENBURG,2010,8524266.820855593
NC,MECKLENBURG,2011,6308976.5896458775
NC,MECKLENBURG,2012,11618244.854659682
NC,MECKLENBURG,2013,8533615.269222282
NC,MECKLENBURG,2014,9804764.851335885
NC,MECKLENBURG,2015,6105196.905907979
NC,MOORE,2014,234308.51497400075
NC,MOORE,2015,250869.82724537147
NC,NASH,2006,3168894.765651225
NC,NASH,2011,2758384.7214682694
NC,NASH,2012,2564459.4518539044
NC,NASH,2013,3539762.151610648
NC,NASH,2015,2988395.657961494
NC,NEW HANOVER,2006,297531.6428084903
NC,NEW HANOVER,2007,205597.14158074965
NC,NEW HANOVER,2008,453822.854712513
NC,NEW HANOVER,2009,1203960.739195663
NC,NEW HANOVER,2010,762277.038305571
NC,NEW HANOVER,2011,1444828.9655237074
NC,NEW HANOVER,2012,949478.5393624979
NC,NEW HANOVER,2013,15401801.542282386
NC,NEW HANOVER,2014,4601317.1593450485
NC,NEW HANOVER,2015,3958710.3555893255
NC,ONSLOW,2006,94842.282208093
NC,ONSLOW,2007,111310.6638020655
NC,ONSLOW,2008,128323.15572763825
NC,ONSLOW,2009,146347.32351890663
NC,ONSLOW,2010,305387.78130529047
NC,ONSLOW,2011,170308.3627407227
NC,ONSLOW,2012,182912.76531396076
NC,ONSLOW,2013,193525.299726138
NC,ONSLOW,2014,206039.0301331915
NC,ONSLOW,2015,230049.54689590746
NC,ORANGE,2007,76821.172129882
NC,ORANGE,2011,108310.8867431055
NC,ORANGE,2012,124747.912055842
NC,PENDER,2015,48840.923859552
NC,PITT,2006,884888.8421041315
NC,PITT,2008,1841237.312515171
NC,PITT,2009,137507911.3775407
NC,PITT,2010,3571907.12459731
NC,PITT,2012,3655107.68345004
NC,PITT,2013,127358482188.94083
NC,PITT,2014,1268121901.805544
NC,PITT,2015,3828949464.9305
NC,RANDOLPH,2006,54463.29484709975
NC,RANDOLPH,2007,62521.33076217025
NC,RANDOLPH,2008,70262.798459893
NC,RANDOLPH,2009,84038.009080049
NC,RANDOLPH,2010,197581.862575888
NC,RANDOLPH,2011,114668.516324536
NC,RANDOLPH,2012,121697.898197941
NC,RANDOLPH,2013,123936.35809020625
NC,RANDOLPH,2014,126539.32095574199
NC,RANDOLPH,2015,128049.251667807
NC,RICHMOND,2009,62928.64728482175
NC,RICHMOND,2011,73430.9492506305
NC,RICHMOND,2015,79059.4689553695
NC,ROBESON,2006,94107.5774342135
NC,ROBESON,2008,108302.4171355287
NC,ROBESON,2009,116963.659039794
NC,ROBESON,2011,194129.25326098024
NC,ROBESON,2012,230814.35571553226
NC,ROBESON,2013,236355.8445505995
NC,ROBESON,2014,226003.5722300395
NC,ROBESON,2015,217894.62445297197
NC,ROCKINGHAM,2006,97316.25152238926
NC,ROCKINGHAM,2007,108303.14831339015
NC,ROCKINGHAM,2008,104793.3327481307
NC,ROCKINGHAM,2009,109045.208155401
NC,ROCKINGHAM,2010,220024.680110743
NC,ROCKINGHAM,2011,115001.12059366125
NC,ROCKINGHAM,2012,122946.090512986
NC,ROCKINGHAM,2013,138599.437048685
NC,ROCKINGHAM,2015,136162.647895304
NC,ROWAN,2006,173062.38182743636
NC,ROWAN,2007,179255.59002984376
NC,ROWAN,2008,179097.150931703
NC,ROWAN,2009,188191.51929260074
NC,ROWAN,2010,405206.342837394
NC,ROWAN,2011,225779.34275957625
NC,ROWAN,2012,232422.511150545
NC,ROWAN,2013,231827.137702116
NC,ROWAN,2014,237650.026018062
NC,ROWAN,2015,245613.67962919825
NC,RUTHERFORD,2006,64623.72404512375
NC,RUTHERFORD,2007,67451.1679444905
NC,RUTHERFORD,2008,63552.191235934995
NC,RUTHERFORD,2009,65203.11125900675
NC,RUTHERFORD,2010,156876.5885803025
NC,RUTHERFORD,2011,74669.50295589825
NC,RUTHERFORD,2013,70862.275704334
NC,RUTHERFORD,2015,78429.6754141
NC,SAMPSON,2008,35134.290789645
NC,SAMPSON,2011,47904.962641858
NC,SAMPSON,2014,45184.365888164
NC,STANLY,2007,44871.21171152525
NC,STANLY,2010,127187.587363873
NC,STANLY,2011,63135.951301656
NC,STANLY,2012,67147.5250120945
NC,STANLY,2013,65739.318154952
NC,STANLY,2015,76169.472494193
NC,STOKES,2008,30628.5239637925
NC,STOKES,2011,38766.4571995235
NC,STOKES,2015,46199.616260537994
NC,SURRY,2006,98833.83498068531
NC,SURRY,2009,137284.8924679175
NC,SURRY,2010,300454.4207768015
NC,SURRY,2011,162599.96589832474
NC,SURRY,2012,175369.459780207
NC,SURRY,2014,182021.484831706
NC,SURRY,2015,195776.5885213235
NC,UNION,2006,68956.13458341715
NC,UNION,2008,90636.57338723625
NC,UNION,2010,234750.3218383045
NC,UNION,2013,166177.321700902
NC,UNION,2014,185311.7230909975
NC,UNION,2015,191579.16525131604
NC,VANCE,2012,86210.672707473
NC,WAKE,2006,1153981.945541952
NC,WAKE,2007,1311188.400008633
NC,WAKE,2008,25708663057.318233
NC,WAKE,2009,1605507.0727877284
NC,WAKE,2010,3520578.903956198
NC,WAKE,2011,2206292.8481466793
NC,WAKE,2012,3107306.6480208244
NC,WAKE,2013,4007088.5233181943
NC,WAKE,2014,3230732.1341536823
NC,WAKE,2015,4839672.583603136
NC,WAYNE,2007,87928.90824318695
NC,WAYNE,2008,91152.035876442
NC,WAYNE,2010,187192.739632735
NC,WAYNE,2011,100437.47570710175
NC,WAYNE,2013,107819.80053250394
NC,WAYNE,2015,106381.39597745074
NC,WILKES,2006,78224.28879920526
NC,WILKES,2007,83696.7317631255
NC,WILKES,2008,93486.2920246825
NC,WILKES,2009,106765.161665881
NC,WILKES,2010,236570.260262631
NC,WILKES,2012,143036.97611381375
NC,WILKES,2013,156453.84960915975
NC,WILKES,2014,159046.4694021795
NC,WILKES,2015,186211.0321577265
NC,YADKIN,2014,40037.443601011
OR,CLACKAMAS,2006,2424656.6054525925
OR,CLACKAMAS,2007,2721586.4590486847
OR,CLACKAMAS,2008,2820398.1880117524
OR,CLACKAMAS,2009,2889741.1350214356
OR,CLACKAMAS,2010,5995040.45396858
OR,CLACKAMAS,2011,3320993.8289454216
OR,CLACKAMAS,2012,2891165.681508121
OR,CLACKAMAS,2013,2828174.916614338
OR,CLACKAMAS,2014,2866218.7039420106
OR,CLACKAMAS,2015,2966258.9761969475
OR,CLATSOP,2011,79354.8911436405
OR,DESCHUTES,2008,116529.6117608245
OR,DESCHUTES,2010,249915.606396524
OR,DESCHUTES,2011,131247.0181458705
OR,DESCHUTES,2013,144099.2312496465
OR,DESCHUTES,2014,150776.219974246
OR,DOUGLAS,2015,200249.450937797
OR,JACKSON,2006,284307.901947537
OR,JACKSON,2007,338696.5988293935
OR,JACKSON,2008,379877.3157854924
OR,JACKSON,2009,382596.8580826345
OR,JACKSON,2010,816171.201608323
OR,JACKSON,2011,443157.5404363505
OR,JACKSON,2012,466064.74422377726
OR,JACKSON,2013,454442.1483567435
OR,JACKSON,2014,450030.4075256945
OR,JACKSON,2015,420869.21694769827
OR,JOSEPHINE,2007,117977.7559602925
OR,JOSEPHINE,2014,139283.36198099802
OR,JOSEPHINE,2015,123356.92904671449
OR,KLAMATH,2015,54890.834448641
OR,LANE,2006,830293.9665619138
OR,LANE,2007,454446.8742202726
OR,LANE,2008,467929.33535667846
OR,LANE,2009,502438.36399478
OR,LANE,2010,16697125256.92493
OR,LANE,2011,567874.7361620335
OR,LANE,2012,573768.980745932
OR,LANE,2013,1107728.612537629
OR,LANE,2014,1201744.92251996
OR,LANE,2015,1075098.8605860232
OR,LINCOLN,2014,90675.0129001795
OR,LINN,2006,106785.81085208809
OR,LINN,2009,147640.367174147
OR,LINN,2010,313999.763022524
OR,LINN,2011,158304.397265915
OR,LINN,2012,163846.9746517685
OR,LINN,2013,159231.981508752
OR,LINN,2014,162341.9678225835
OR,LINN,2015,151511.01729126848
OR,MARION,2006,306094.0857677876
OR,MARION,2007,320788.6771665942
OR,MARION,2008,505112.3951766675
OR,MARION,2009,331846.52728481597
OR,MARION,2010,681826.643059519
OR,MARION,2011,357008.613570355
OR,MARION,2012,333390.4752567365
OR,MARION,2013,320954.3941951825
OR,MARION,2014,354161.00462249096
OR,MARION,2015,361012.63231639
OR,MULTNOMAH,2006,4496316.48521596
OR,MULTNOMAH,2007,5232824.559131257
OR,MULTNOMAH,2008,4672482.434818992
OR,MULTNOMAH,2009,4800015.833214054
OR,MULTNOMAH,2010,9648217.808418736
OR,MULTNOMAH,2011,3248968.93000905
OR,MULTNOMAH,2012,3142773.419531238
OR,MULTNOMAH,2013,3321281.9941966
OR,MULTNOMAH,2014,4852634.951043178
OR,MULTNOMAH,2015,4495518.1629522685
OR,WASHINGTON,2006,417914.75932254415
OR,WASHINGTON,2007,993822.6417485893
OR,WASHINGTON,2008,489337.8685328602
OR,WASHINGTON,2009,495687.603305962
OR,WASHINGTON,2010,1055530.092009076
OR,WASHINGTON,2011,528752.6726379495
OR,WASHINGTON,2012,503647.2730976885
OR,WASHINGTON,2013,494697.4971558035
OR,WASHINGTON,2014,463602.2602317185
OR,WASHINGTON,2015,451030.3468832105
OR,YAMHILL,2011,97347.910515688
OR,YAMHILL,2015,75607.5485583405
SC,AIKEN,2006,77335.752205575
SC,AIKEN,2007,90166.7470154467
SC,AIKEN,2008,96707.3565676235
SC,AIKEN,2009,107943.375283185
SC,AIKEN,2010,240611.038429577
SC,AIKEN,2011,143064.1017457165
SC,AIKEN,2012,154661.6515820095
SC,AIKEN,2013,156339.1044090835
SC,AIKEN,2014,162371.901346741
SC,AIKEN,2015,170444.855213401
SC,ANDERSON,2006,138670.66970409924
SC,ANDERSON,2007,239196.05562831034
SC,ANDERSON,2008,616629.3284230722
SC,ANDERSON,2009,1027387.0252058692
SC,ANDERSON,2010,2769846.633642464
SC,ANDERSON,2011,1199373.3615928607
SC,ANDERSON,2012,1573721.2845238915
SC,ANDERSON,2013,1720834.4576815725
SC,ANDERSON,2014,310099.41673400823
SC,ANDERSON,2015,216542.746255972
SC,BEAUFORT,2010,223845.917472637
SC,BEAUFORT,2011,110801.45819042376
SC,BEAUFORT,2013,123459.12469564899
SC,BEAUFORT,2014,124523.58850524599
SC,BERKELEY,2006,54897.54544045475
SC,BERKELEY,2007,65761.9920565537
SC,BERKELEY,2008,77753.69264498795
SC,BERKELEY,2009,92052.280139999
SC,BERKELEY,2010,211737.9919588695
SC,BERKELEY,2011,121272.89154378175
SC,BERKELEY,2012,134743.35571417274
SC,BERKELEY,2013,130223.34850287225
SC,BERKELEY,2014,137542.7602183441
SC,BERKELEY,2015,158525.36465497274
SC,CHARLESTON,2006,438254.33884363296
SC,CHARLESTON,2007,556035.6223494451
SC,CHARLESTON,2008,652964.0714899068
SC,CHARLESTON,2009,944734.697955587
SC,CHARLESTON,2010,2101315.241005873
SC,CHARLESTON,2011,1352454.4736291564
SC,CHARLESTON,2012,1182184.5189447044
SC,CHARLESTON,2013,1017579.1984692683
SC,CHARLESTON,2014,1096428.5479304264
SC,CHARLESTON,2015,685077.691005436
SC,CHEROKEE,2012,57143.51072129
SC,DARLINGTON,2013,131479.026697672
SC,DORCHESTER,2008,82936.52347708175
SC,DORCHESTER,2012,132246.41379050774
SC,DORCHESTER,2013,132647.4746987775
SC,DORCHESTER,2014,145532.625321031
SC,DORCHESTER,2015,143546.54378389
SC,FLORENCE,2006,266330.485846254
SC,FLORENCE,2010,505363.29804436
SC,FLORENCE,2011,232318.79220304624
SC,FLORENCE,2013,259023.35278149825
SC,FLORENCE,2014,280776.3651659735
SC,FLORENCE,2015,555705.8272365965
SC,GEORGETOWN,2007,51813.4998553338
SC,GEORGETOWN,2014,94266.2153771725
SC,GEORGETOWN,2015,97134.6929818127
SC,GREENVILLE,2006,768027.1884024891
SC,GREENVILLE,2007,805312.0609467059
SC,GREENVILLE,2008,851197.5456162582
SC,GREENVILLE,2009,1026945.4307511435
SC,GREENVILLE,2010,1696811.170071389
SC,GREENVILLE,2011,922280.120196617
SC,GREENVILLE,2012,874253.7299991403
SC,GREENVILLE,2013,980922.3876760663
SC,GREENVILLE,2014,874014.3071836325
SC,GREENVILLE,2015,974478.3001332703
SC,GREENWOOD,2008,51723.39623394425
SC,GREENWOOD,2014,79622.6655463675
SC,HORRY,2006,277967.65556018957
SC,HORRY,2007,311291.84653412906
SC,HORRY,2008,328320.95486265747
SC,HORRY,2009,380770.26144496724
SC,HORRY,2010,804154.1693271175
SC,HORRY,2011,424541.99863794
SC,HORRY,2012,454353.52268181246
SC,HORRY,2013,458227.9067822975
SC,HORRY,2014,480737.1551683715
SC,HORRY,2015,475989.801363559
SC,LANCASTER,2010,100679.263097176
SC,LANCASTER,2011,52145.95995531425
SC,LANCASTER,2013,58525.937157329245
SC,LAURENS,2008,34791.4248526155
SC,LAURENS,2010,84821.0337156615
SC,LAURENS,2013,46598.357224174
SC,LAURENS,2015,51259.399075833
SC,LEXINGTON,2006,175987.96179381825
SC,LEXINGTON,2007,195174.04083500535
SC,LEXINGTON,2008,220469.70926856654
SC,LEXINGTON,2009,214031.836927975
SC,LEXINGTON,2010,478460.067455213
SC,LEXINGTON,2011,280344.4050482615
SC,LEXINGTON,2012,297281.747097125
SC,LEXINGTON,2013,291715.3501809785
SC,LEXINGTON,2014,283536.6060681615
SC,LEXINGTON,2015,320054.26962145796
SC,OCONEE,2006,64435.1146413179
SC,OCONEE,2007,70453.7770695019
SC,OCONEE,2008,77736.248442989
SC,OCONEE,2009,92675.88075110475
SC,OCONEE,2010,193717.861679036
SC,OCONEE,2011,104450.052433359
SC,OCONEE,2012,112550.9934212695
SC,OCONEE,2013,130546.92225743625
SC,OCONEE,2014,152383.004355613
SC,OCONEE,2015,162615.4550549454
SC,PICKENS,2006,81341.55342294775
SC,PICKENS,2007,90020.079507188
SC,PICKENS,2008,97692.24367227024
SC,PICKENS,2009,119546.401731283
SC,PICKENS,2010,258000.0099799725
SC,PICKENS,2011,152732.96010743474
SC,PICKENS,2012,176784.10302808275
SC,PICKENS,2013,182944.654525168
SC,PICKENS,2014,189708.7032325
SC,PICKENS,2015,204197.0275778942
SC,RICHLAND,2006,353805.3760899394
SC,RICHLAND,2007,179241.1049616051
SC,RICHLAND,2008,200286.43983706346
SC,RICHLAND,2009,220744.96938761976
SC,RICHLAND,2010,510725.604069239
SC,RICHLAND,2011,303270.30918541003
SC,RICHLAND,2012,329630.2875076285
SC,RICHLAND,2013,364530.42557263124
SC,RICHLAND,2014,343933.739803629
SC,RICHLAND,2015,360169.723512189
SC,SPARTANBURG,2006,2444363.4616250307
SC,SPARTANBURG,2007,3071328.3096698946
SC,SPARTANBURG,2008,3742363.73293904
SC,SPARTANBURG,2009,2973898.0883762077
SC,SPARTANBURG,2010,4907835.866783297
SC,SPARTANBURG,2011,2839036.157400803
SC,SPARTANBURG,2012,3022909.2398658367
SC,SPARTANBURG,2013,2958371.8419987243
SC,SPARTANBURG,2014,2588167.5217558783
SC,SPARTANBURG,2015,2931050.7909168145
SC,YORK,2006,67047.02563868464
SC,YORK,2007,81777.23843423725
SC,YORK,2008,82403.75958864749
SC,YORK,2009,95521.9752047855
SC,YORK,2010,236445.367547252
SC,YORK,2011,125816.8971868365
SC,YORK,2012,166831.47772523673
SC,YORK,2013,187334.889481966
SC,YORK,2014,197341.903171746
SC,YORK,2015,219064.48631426797
WA,BENTON,2006,143885.738214099
WA,BENTON,2007,142192.29066894724
WA,BENTON,2008,150645.86461056976
WA,BENTON,2009,163059.201994298
WA,BENTON,2010,343653.566621162
WA,BENTON,2011,182778.6625683955
WA,BENTON,2012,191748.5717321955
WA,BENTON,2013,203425.357509175
WA,BENTON,2014,234613.32527025
WA,BENTON,2015,258072.25389328497
WA,CHELAN,2010,138369.791032249
WA,CHELAN,2011,63018.4917914625
WA,CLALLAM,2006,119452.1893989525
WA,CLALLAM,2007,139599.692720649
WA,CLALLAM,2008,137289.966684057
WA,CLALLAM,2009,151890.7181027835
WA,CLALLAM,2010,304225.96439162
WA,CLALLAM,2012,121334.0897316375
WA,CLALLAM,2013,110649.430850046
WA,CLALLAM,2015,110000.9552233177
WA,CLARK,2006,361463.0611392337
WA,CLARK,2007,473365.03211637336
WA,CLARK,2008,623762.9505349265
WA,CLARK,2009,539515.6324333363
WA,CLARK,2010,1040554.712832734
WA,CLARK,2011,517024.0681095375
WA,CLARK,2012,499866.2476719175
WA,CLARK,2013,491681.7089724405
WA,CLARK,2014,489074.98319750803
WA,CLARK,2015,495160.93570722896
WA,COWLITZ,2006,146476.831086799
WA,COWLITZ,2007,169395.83914834275
WA,COWLITZ,2008,174497.0683583385
WA,COWLITZ,2009,190915.08705490927
WA,COWLITZ,2010,362764.992493179
WA,COWLITZ,2011,175251.0106202585
WA,COWLITZ,2012,168342.399066555
WA,COWLITZ,2013,158138.8259985585
WA,COWLITZ,2014,152203.938366685
WA,COWLITZ,2015,154699.3817831326
WA,GRANT,2006,90930.9903444885
WA,GRANT,2007,98273.051873157
WA,GRANT,2008,85444.946745807
WA,GRANT,2009,86856.05538076849
WA,GRANT,2015,65431.3287990254
WA,GRAYS HARBOR,2008,101551.193383618
WA,GRAYS HARBOR,2009,98588.37290254999
WA,GRAYS HARBOR,2011,99981.95619057599
WA,GRAYS HARBOR,2012,108440.2077361635
WA,GRAYS HARBOR,2013,119980.83440034
WA,GRAYS HARBOR,2014,126305.413780769
WA,GRAYS HARBOR,2015,145311.080229003
WA,ISLAND,2012,46194.5099014065
WA,ISLAND,2014,47098.639619679
WA,ISLAND,2015,45520.3920475317
WA,KING,2006,16218934.12639917
WA,KING,2007,11514779.933152838
WA,KING,2008,8450476.647082658
WA,KING,2009,12592685.03923486
WA,KING,2010,12939728.13046859
WA,KING,2011,19870706.31720445
WA,KING,2012,14389952.427876934
WA,KING,2013,7687996.92721674
WA,KING,2014,15841446.342722239
WA,KING,2015,24223296.08550495
WA,KITSAP,2006,192526.02260704
WA,KITSAP,2007,236512.49361592066
WA,KITSAP,2008,228284.4483021045
WA,KITSAP,2009,248063.0452351945
WA,KITSAP,2010,549099.28622558
WA,KITSAP,2011,255666.6526970635
WA,KITSAP,2012,247341.8264543915
WA,KITSAP,2013,221924.349003969
WA,KITSAP,2014,205218.182056542
WA,KITSAP,2015,209610.623438599
WA,LEWIS,2007,86647.36590513225
WA,LEWIS,2008,95796.30252920574
WA,LEWIS,2009,99673.40543590259
WA,LEWIS,2010,181723.139387999
WA,LEWIS,2011,87310.182711442
WA,LEWIS,2014,89603.4800176225
WA,MASON,2012,59828.2192544175
WA,MASON,2013,59286.234515197
WA,MASON,2015,57425.578153063994
WA,PIERCE,2006,741652.3353800984
WA,PIERCE,2007,1691969.4046881406
WA,PIERCE,2008,837874.9867771599
WA,PIERCE,2009,866176.325396804
WA,PIERCE,2010,1793529.6602978045
WA,PIERCE,2011,1870163.617952421
WA,PIERCE,2012,895406.621342514
WA,PIERCE,2013,873682.7905968474
WA,PIERCE,2014,1772030.773620058
WA,PIERCE,2015,1863606.4248052759
WA,SKAGIT,2006,76462.6818025325
WA,SKAGIT,2007,93782.516668386
WA,SKAGIT,2008,100809.055061509
WA,SKAGIT,2009,109243.700564291
WA,SKAGIT,2010,223767.970701102
WA,SKAGIT,2011,114164.355267541
WA,SKAGIT,2012,119396.066979139
WA,SKAGIT,2013,124712.005012432
WA,SKAGIT,2014,129380.1252847875
WA,SKAGIT,2015,131258.8428789945
WA,SNOHOMISH,2006,2897294.627049301
WA,SNOHOMISH,2007,3245681.5997947343
WA,SNOHOMISH,2008,3335353.945669691
WA,SNOHOMISH,2009,3290039.804866816
WA,SNOHOMISH,2010,7082815.863739993
WA,SNOHOMISH,2011,3167989.8034835886
WA,SNOHOMISH,2012,2713105.2682286305
WA,SNOHOMISH,2013,2691496.8171902015
WA,SNOHOMISH,2014,2845211.166465045
